entry,at,order
"""GoodCards @ on8x5AfTJK"" bets 400",2021-01-07T04:14:14.390Z,160999285439000
"""2000 @ IX_jYwdAn0"" checks",2021-01-07T04:14:09.525Z,160999284952500
"Turn: 9♦, 10♣, 4♦ [5♠]",2021-01-07T04:14:01.568Z,160999284157300
"""2000 @ IX_jYwdAn0"" calls 200",2021-01-07T04:14:00.762Z,160999284076300
"""GoodCards @ on8x5AfTJK"" bets 200",2021-01-07T04:13:54.481Z,160999283448100
"""2000 @ IX_jYwdAn0"" checks",2021-01-07T04:13:50.562Z,160999283056300
"Flop:  [9♦, 10♣, 4♦]",2021-01-07T04:13:44.854Z,160999282485600
"""2000 @ IX_jYwdAn0"" checks",2021-01-07T04:13:44.039Z,160999282404000
"""CStam @ CPnkzyEFJl"" folds",2021-01-07T04:13:41.794Z,160999282179500
"""GoodCards @ on8x5AfTJK"" calls 200",2021-01-07T04:13:31.406Z,160999281140700
"""2000 @ IX_jYwdAn0"" posts a big blind of 200",2021-01-07T04:13:27.729Z,160999280773507
"""CStam @ CPnkzyEFJl"" posts a small blind of 100",2021-01-07T04:13:27.729Z,160999280773506
"Player stacks: #1 ""CStam @ CPnkzyEFJl"" (945) | #8 ""2000 @ IX_jYwdAn0"" (4187) | #9 ""GoodCards @ on8x5AfTJK"" (2868)",2021-01-07T04:13:27.729Z,160999280773502
"-- starting hand #135  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""GoodCards @ on8x5AfTJK"") --",2021-01-07T04:13:27.729Z,160999280773501
"The player ""Teddy KGB @ Y8-LRh0g-6"" quits the game with a stack of 0.",2021-01-07T04:13:27.729Z,160999280773500
"-- ending hand #134 --",2021-01-07T04:13:21.703Z,160999280171601
"""GoodCards @ on8x5AfTJK"" collected 909 from pot with hi hand with three of a kind kings (combination: 7♦, 9♣, K♣, K♦, K♥)",2021-01-07T04:13:21.703Z,160999280171600
"River: K♥, 9♣, 4♦, 7♦ [3♣]",2021-01-07T04:13:18.666Z,160999279867900
"Turn: K♥, 9♣, 4♦ [7♦]",2021-01-07T04:13:15.647Z,160999279565100
"""GoodCards @ on8x5AfTJK"" shows a K♣, K♦, 9♥, 6♥.",2021-01-07T04:13:12.609Z,160999279261302
"""Teddy KGB @ Y8-LRh0g-6"" shows a 3♥, K♠, 9♠, A♥.",2021-01-07T04:13:12.609Z,160999279261301
"Uncalled bet of 909 returned to ""GoodCards @ on8x5AfTJK""",2021-01-07T04:13:12.609Z,160999279261300
"""CStam @ CPnkzyEFJl"" folds",2021-01-07T04:13:11.791Z,160999279179200
"""GoodCards @ on8x5AfTJK"" bets 909",2021-01-07T04:13:04.063Z,160999278406400
"Flop:  [K♥, 9♣, 4♦]",2021-01-07T04:12:55.666Z,160999277567100
"""CStam @ CPnkzyEFJl"" calls 303",2021-01-07T04:12:54.854Z,160999277485500
"""GoodCards @ on8x5AfTJK"" calls 303",2021-01-07T04:12:49.958Z,160999276995900
"""2000 @ IX_jYwdAn0"" folds",2021-01-07T04:12:47.492Z,160999276749300
"""Teddy KGB @ Y8-LRh0g-6"" raises to 303 and go all in",2021-01-07T04:12:42.029Z,160999276202900
"""CStam @ CPnkzyEFJl"" posts a big blind of 200",2021-01-07T04:12:33.413Z,160999275341407
"""GoodCards @ on8x5AfTJK"" posts a small blind of 100",2021-01-07T04:12:33.413Z,160999275341406
"Player stacks: #1 ""CStam @ CPnkzyEFJl"" (1248) | #2 ""Teddy KGB @ Y8-LRh0g-6"" (303) | #8 ""2000 @ IX_jYwdAn0"" (4187) | #9 ""GoodCards @ on8x5AfTJK"" (2262)",2021-01-07T04:12:33.413Z,160999275341401
"-- starting hand #134  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""2000 @ IX_jYwdAn0"") --",2021-01-07T04:12:33.413Z,160999275341400
"""2000 @ IX_jYwdAn0"" shows a 4♥, K♦, 10♣, A♥.",2021-01-07T04:12:28.210Z,160999274821100
"-- ending hand #133 --",2021-01-07T04:12:26.793Z,160999274679402
"""2000 @ IX_jYwdAn0"" collected 800 from pot",2021-01-07T04:12:26.793Z,160999274679401
"Uncalled bet of 400 returned to ""2000 @ IX_jYwdAn0""",2021-01-07T04:12:26.793Z,160999274679400
"""GoodCards @ on8x5AfTJK"" folds",2021-01-07T04:12:25.985Z,160999274598500
"""2000 @ IX_jYwdAn0"" bets 400",2021-01-07T04:12:13.258Z,160999273325900
"Flop:  [2♣, 2♦, 2♥]",2021-01-07T04:12:07.468Z,160999272747100
"""GoodCards @ on8x5AfTJK"" calls 400",2021-01-07T04:12:06.657Z,160999272665800
"""2000 @ IX_jYwdAn0"" raises to 400",2021-01-07T04:12:04.606Z,160999272460900
"""Teddy KGB @ Y8-LRh0g-6"" folds",2021-01-07T04:11:56.763Z,160999271676400
"""CStam @ CPnkzyEFJl"" folds",2021-01-07T04:11:49.377Z,160999270937800
"""GoodCards @ on8x5AfTJK"" posts a big blind of 200",2021-01-07T04:11:34.532Z,160999269453307
"""2000 @ IX_jYwdAn0"" posts a small blind of 100",2021-01-07T04:11:34.532Z,160999269453306
"Player stacks: #1 ""CStam @ CPnkzyEFJl"" (1248) | #2 ""Teddy KGB @ Y8-LRh0g-6"" (303) | #8 ""2000 @ IX_jYwdAn0"" (3787) | #9 ""GoodCards @ on8x5AfTJK"" (2662)",2021-01-07T04:11:34.532Z,160999269453301
"-- starting hand #133  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""Teddy KGB @ Y8-LRh0g-6"") --",2021-01-07T04:11:34.532Z,160999269453300
"""2000 @ IX_jYwdAn0"" shows a K♠, 2♠, 7♦, A♦.",2021-01-07T04:11:29.225Z,160999268922500
"-- ending hand #132 --",2021-01-07T04:11:27.926Z,160999268792702
"""2000 @ IX_jYwdAn0"" collected 800 from pot",2021-01-07T04:11:27.926Z,160999268792701
"Uncalled bet of 400 returned to ""2000 @ IX_jYwdAn0""",2021-01-07T04:11:27.926Z,160999268792700
"""Teddy KGB @ Y8-LRh0g-6"" folds",2021-01-07T04:11:27.121Z,160999268712200
"""2000 @ IX_jYwdAn0"" bets 400",2021-01-07T04:11:24.961Z,160999268496200
"""Teddy KGB @ Y8-LRh0g-6"" checks",2021-01-07T04:11:19.329Z,160999267932900
"Flop:  [3♦, 8♣, A♣]",2021-01-07T04:11:14.623Z,160999267462600
"""Teddy KGB @ Y8-LRh0g-6"" calls 400",2021-01-07T04:11:13.816Z,160999267381700
"""2000 @ IX_jYwdAn0"" raises to 400",2021-01-07T04:11:08.555Z,160999266855600
"""Teddy KGB @ Y8-LRh0g-6"" calls 200",2021-01-07T04:10:20.749Z,160999262075000
"""CStam @ CPnkzyEFJl"" folds",2021-01-07T04:10:06.670Z,160999260667100
"""GoodCards @ on8x5AfTJK"" folds",2021-01-07T04:10:03.166Z,160999260316700
"""2000 @ IX_jYwdAn0"" posts a big blind of 200",2021-01-07T04:09:58.777Z,160999259877807
"""Teddy KGB @ Y8-LRh0g-6"" posts a small blind of 100",2021-01-07T04:09:58.777Z,160999259877806
"Player stacks: #1 ""CStam @ CPnkzyEFJl"" (1248) | #2 ""Teddy KGB @ Y8-LRh0g-6"" (703) | #8 ""2000 @ IX_jYwdAn0"" (3387) | #9 ""GoodCards @ on8x5AfTJK"" (2662)",2021-01-07T04:09:58.777Z,160999259877801
"-- starting hand #132  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""CStam @ CPnkzyEFJl"") --",2021-01-07T04:09:58.777Z,160999259877800
"""Teddy KGB @ Y8-LRh0g-6"" shows a 7♥, Q♣, K♦, 4♠.",2021-01-07T04:09:56.720Z,160999259672100
"-- ending hand #131 --",2021-01-07T04:09:52.167Z,160999259216902
"""2000 @ IX_jYwdAn0"" collected 500 from pot",2021-01-07T04:09:52.167Z,160999259216801
